"","X","reviews","ratings"
"115",115,"This movie is a classic and deserves to be treated as such. It was made in the 80s and shouldn't be viewed through a woke lens. It's not only extremely entertaining but has some deep dialogue and memorable quotes. It's an iconic  sword and sorcery flick that brings the comics to life in an old school way and sadly this magic will never be able to be captured again. Anyone complaining about Conans ""toxic "" masculinity or any other nonesense, it was a movie #1
#2 it is Conan THE BARBARIAN. Enjoy the movie and stop with mock offense. What is best in life?
""To crush your enemies, see them driven before you and to hear the lamentations of there women""",5
"116",116,"This movie feels years ahead of its time in terms of filmmaking. The casting is perfect. The soundtrack is mesmerizing. Just a well rounded film that keeps you interested the whole way through! Love it!",5
"117",117,"THE movie. This Conan is just amazing.",5
"118",118,"Conan the Barbarian may have impressive sets, effects, and biceps, but it's lacking in many other departments. The plot plods along a predictable path, and many of the actors seem to be just along for the achingly slow ride. In fact, I feel like the filmmakers knew they had to spice things up, which is why they included excessive amounts of violence and sex. I get why people like Conan, but I didn't.",2
"119",119,"Typical Conan Movie with Arnold in the lead with his troops of assorted people!",3
"120",120,"A masterpiece amongst sword and sorcery 
A legend unto it's self",5
"121",121,"The movie was okay. It wasn't very intellectual. It got better near the end. There were some clever lines.
(There was actually a true case similar to the plot here - see the Wikipedia page for this movie about that.)",3
"122",122,"Felt worse because of all the talent involved. Waste of time.",2
"123",123,"No idea why this movie is rated so low. Not highbrow humor but very funny. ",4
"124",124,"30 Minutes or Less is a perfect Saturday afternoon movie. It is dumb, funny in small spurts, and unimportant. It is truly shocking this movie was able to wrangle up multiple high profile actors to star in it. In any case, it is silly enough and produces a few lightweight, raunchy laughs.",3
"125",125,"There were a few funny parts. I love Nick Swardson in anything he does, but it actually disturbed me that they made a comedy out of a horrific true crime where someone actually got blown up and died. I feel that was in poor taste. Also someone please give Aziz ansari some decongestant. His voice is so so nasally its painful to listen to.",2
"126",126,"A couple funny parts in the beginning but that's about it. Not much of interest here.",2
"127",127,"Saved by the cast! This is as goofy and silly a gag as you expect but the cast is excellent at moving it along with grace and wit. It unfolds neatly and cruises along smoothly.",4
"128",128,"Its not bad. Its a comedy it seems based on real life events. The real life events were way better and Netflix did a documentary on it.",3
"129",129,"""30 Minutes or Less"" is pretty thin on plot but it does have a good amount of laughs. I also think the movie movies at a pretty good pace since it is so short. I think I found the characters and some of the moments of dialogues to be funny. The cast is great and I think the movie isn't as strong as some of the comedy actors involved in here. Nonetheless, this is a fun movie if you can find the humor in it because the story and premise feel somewhat underdeveloped. Luckily, I thought most of it was fairly funny and even sometimes hilarious.",4
"130",130,"Omg, I kept waiting because I like a few of the actors, to see whether or not this movie would make me laugh or develop into anything redeemable for any reason whatsoever. Nope, not a chance. Don’t waste your time.",1
"131",131,"Great fun from start to finish. Simon Bird is particularly excellent as the socially awkward Will. Arguably a bit too crass and crude in places but what did you expect? The literati giving a negative review will never appreciate the humour in films like this.  If you like the tv series, you'll love this.",5
"132",132,"---------------[Script for Inbetweeners Film]--------------
[Enter Location]
Will: ""Why don't we all [insert activity/location]""
Jay: ""I did that a few years ago, and I [insert extravagant lie]""
Simon: ""Oh shut up, when have you ever gone [insert activity]""
Neil: [insert something weird that may or may not be related to activity/location]
Everyone looks confused.
Repeat for 90 mins in famous lad holiday location.
And that's clever and amusing is it? 
Jesus.",2
